category,video_id
FrontCrawl,v_FrontCrawl_g16_c03
FrontCrawl,v_FrontCrawl_g05_c03
FrontCrawl,v_FrontCrawl_g13_c04
Archery,v_Archery_g21_c03
CricketBowling,v_CricketBowling_g05_c04
CricketShot,v_CricketShot_g07_c03
FieldHockeyPenalty,v_FieldHockeyPenalty_g13_c03
BandMarching,v_BandMarching_g05_c07
PlayingDhol,v_PlayingDhol_g17_c05
TableTennisShot,v_TableTennisShot_g24_c05
BalanceBeam,v_BalanceBeam_g10_c02
BandMarching,v_BandMarching_g01_c01
FrontCrawl,v_FrontCrawl_g20_c05
BodyWeightSquats,v_BodyWeightSquats_g10_c02
ApplyEyeMakeup,v_ApplyEyeMakeup_g09_c01
Archery,v_Archery_g03_c01
FrisbeeCatch,v_FrisbeeCatch_g25_c03
Rafting,v_Rafting_g21_c04
BoxingPunchingBag,v_BoxingPunchingBag_g01_c05
FieldHockeyPenalty,v_FieldHockeyPenalty_g10_c01
BalanceBeam,v_BalanceBeam_g02_c03
WritingOnBoard,v_WritingOnBoard_g05_c02
PlayingDhol,v_PlayingDhol_g23_c07
HammerThrow,v_HammerThrow_g11_c04
WallPushups,v_WallPushups_g22_c02
PlayingCello,v_PlayingCello_g15_c03
BrushingTeeth,v_BrushingTeeth_g11_c03
CricketBowling,v_CricketBowling_g07_c03
FrisbeeCatch,v_FrisbeeCatch_g20_c05
UnevenBars,v_UnevenBars_g07_c03
TableTennisShot,v_TableTennisShot_g13_c03
Rafting,v_Rafting_g22_c04
PlayingCello,v_PlayingCello_g20_c05
BrushingTeeth,v_BrushingTeeth_g25_c01
HandStandPushups,v_HandStandPushups_g02_c01
PlayingFlute,v_PlayingFlute_g12_c03
BrushingTeeth,v_BrushingTeeth_g24_c05
HandStandPushups,v_HandStandPushups_g16_c05
PlayingDhol,v_PlayingDhol_g01_c01
MoppingFloor,v_MoppingFloor_g21_c03
BasketballDunk,v_BasketballDunk_g21_c04
PlayingDhol,v_PlayingDhol_g08_c06
WritingOnBoard,v_WritingOnBoard_g13_c04
PlayingSitar,v_PlayingSitar_g18_c05
CricketShot,v_CricketShot_g02_c02
Hammering,v_Hammering_g17_c06
BoxingPunchingBag,v_BoxingPunchingBag_g01_c01
Rafting,v_Rafting_g14_c04
BodyWeightSquats,v_BodyWeightSquats_g23_c04
ApplyLipstick,v_ApplyLipstick_g20_c03
WallPushups,v_WallPushups_g08_c03
ApplyLipstick,v_ApplyLipstick_g23_c02
Hammering,v_Hammering_g01_c03
PlayingFlute,v_PlayingFlute_g16_c05
FrontCrawl,v_FrontCrawl_g06_c05
Rafting,v_Rafting_g08_c06
CricketShot,v_CricketShot_g06_c04
HammerThrow,v_HammerThrow_g19_c03
PlayingSitar,v_PlayingSitar_g25_c01
CricketShot,v_CricketShot_g10_c03
FrontCrawl,v_FrontCrawl_g12_c04
CricketBowling,v_CricketBowling_g15_c06
BodyWeightSquats,v_BodyWeightSquats_g05_c03
HandStandPushups,v_HandStandPushups_g23_c03
Bowling,v_Bowling_g11_c01
BoxingPunchingBag,v_BoxingPunchingBag_g23_c02
UnevenBars,v_UnevenBars_g05_c04
BlowDryHair,v_BlowDryHair_g25_c02
CricketShot,v_CricketShot_g24_c05
CricketShot,v_CricketShot_g14_c03
PlayingFlute,v_PlayingFlute_g15_c04
Typing,v_Typing_g21_c01
BlowDryHair,v_BlowDryHair_g23_c06
PlayingDaf,v_PlayingDaf_g11_c05
Archery,v_Archery_g24_c03
Typing,v_Typing_g14_c06
FieldHockeyPenalty,v_FieldHockeyPenalty_g02_c03
TableTennisShot,v_TableTennisShot_g19_c07
BasketballDunk,v_BasketballDunk_g05_c04
FrontCrawl,v_FrontCrawl_g25_c04
PlayingCello,v_PlayingCello_g10_c06
ApplyEyeMakeup,v_ApplyEyeMakeup_g01_c05
HandstandWalking,v_HandstandWalking_g24_c04
WallPushups,v_WallPushups_g15_c01
Hammering,v_Hammering_g05_c03
TableTennisShot,v_TableTennisShot_g19_c04
Rafting,v_Rafting_g01_c01
WallPushups,v_WallPushups_g09_c02
CricketShot,v_CricketShot_g21_c02
BodyWeightSquats,v_BodyWeightSquats_g19_c03
FrisbeeCatch,v_FrisbeeCatch_g12_c02
Rafting,v_Rafting_g24_c03
ApplyEyeMakeup,v_ApplyEyeMakeup_g12_c02
PlayingDhol,v_PlayingDhol_g10_c01
ApplyLipstick,v_ApplyLipstick_g12_c01
PlayingFlute,v_PlayingFlute_g08_c06
UnevenBars,v_UnevenBars_g11_c03
Rafting,v_Rafting_g11_c01
PlayingFlute,v_PlayingFlute_g18_c02
HammerThrow,v_HammerThrow_g09_c02
PlayingFlute,v_PlayingFlute_g23_c01
BoxingPunchingBag,v_BoxingPunchingBag_g04_c04
BodyWeightSquats,v_BodyWeightSquats_g25_c07
MoppingFloor,v_MoppingFloor_g21_c04
PlayingSitar,v_PlayingSitar_g24_c03
HandstandWalking,v_HandstandWalking_g21_c02
CricketShot,v_CricketShot_g03_c07
Typing,v_Typing_g15_c02
PlayingDhol,v_PlayingDhol_g02_c07
WallPushups,v_WallPushups_g18_c03
BasketballDunk,v_BasketballDunk_g17_c03
Archery,v_Archery_g13_c07
CricketShot,v_CricketShot_g25_c01
BrushingTeeth,v_BrushingTeeth_g04_c03
PlayingSitar,v_PlayingSitar_g08_c03
FieldHockeyPenalty,v_FieldHockeyPenalty_g18_c01
FrontCrawl,v_FrontCrawl_g19_c03
Archery,v_Archery_g25_c04
Archery,v_Archery_g08_c03
CricketShot,v_CricketShot_g21_c04
PlayingCello,v_PlayingCello_g03_c04
ApplyLipstick,v_ApplyLipstick_g02_c04
HandstandWalking,v_HandstandWalking_g01_c03
FrontCrawl,v_FrontCrawl_g16_c04
BrushingTeeth,v_BrushingTeeth_g24_c01
BoxingPunchingBag,v_BoxingPunchingBag_g06_c06
WallPushups,v_WallPushups_g19_c03
HandStandPushups,v_HandStandPushups_g15_c03
BandMarching,v_BandMarching_g09_c03
Typing,v_Typing_g05_c02
ApplyEyeMakeup,v_ApplyEyeMakeup_g09_c03
TableTennisShot,v_TableTennisShot_g23_c06
PlayingDaf,v_PlayingDaf_g09_c05
Hammering,v_Hammering_g22_c06
CricketShot,v_CricketShot_g04_c05
HandstandWalking,v_HandstandWalking_g12_c02
BlowingCandles,v_BlowingCandles_g03_c03
TableTennisShot,v_TableTennisShot_g07_c02
BoxingPunchingBag,v_BoxingPunchingBag_g22_c01
BodyWeightSquats,v_BodyWeightSquats_g13_c01
WallPushups,v_WallPushups_g03_c03
BalanceBeam,v_BalanceBeam_g19_c03
Rafting,v_Rafting_g16_c02
Rafting,v_Rafting_g16_c07
TableTennisShot,v_TableTennisShot_g05_c03
Archery,v_Archery_g13_c02
HandStandPushups,v_HandStandPushups_g13_c01
TableTennisShot,v_TableTennisShot_g04_c06
MoppingFloor,v_MoppingFloor_g22_c01
BrushingTeeth,v_BrushingTeeth_g03_c05
WritingOnBoard,v_WritingOnBoard_g22_c03
BandMarching,v_BandMarching_g15_c02
BandMarching,v_BandMarching_g22_c04
MoppingFloor,v_MoppingFloor_g19_c02
PlayingSitar,v_PlayingSitar_g03_c04
PlayingFlute,v_PlayingFlute_g03_c02
HandStandPushups,v_HandStandPushups_g12_c04
BoxingPunchingBag,v_BoxingPunchingBag_g15_c06
ApplyLipstick,v_ApplyLipstick_g15_c05
CliffDiving,v_CliffDiving_g20_c02
PlayingSitar,v_PlayingSitar_g14_c06
CricketBowling,v_CricketBowling_g22_c07
WallPushups,v_WallPushups_g15_c04
WritingOnBoard,v_WritingOnBoard_g25_c03
BlowingCandles,v_BlowingCandles_g06_c03
CricketBowling,v_CricketBowling_g20_c03
BalanceBeam,v_BalanceBeam_g13_c01
TableTennisShot,v_TableTennisShot_g14_c01
Rafting,v_Rafting_g19_c03
CricketBowling,v_CricketBowling_g11_c06
FrontCrawl,v_FrontCrawl_g09_c02
WritingOnBoard,v_WritingOnBoard_g24_c02
BandMarching,v_BandMarching_g05_c04
BoxingPunchingBag,v_BoxingPunchingBag_g07_c01
BlowDryHair,v_BlowDryHair_g07_c04
UnevenBars,v_UnevenBars_g04_c01
Bowling,v_Bowling_g19_c03
FrontCrawl,v_FrontCrawl_g18_c06
HandStandPushups,v_HandStandPushups_g23_c05
MoppingFloor,v_MoppingFloor_g10_c03
Hammering,v_Hammering_g15_c05
CliffDiving,v_CliffDiving_g06_c04
Hammering,v_Hammering_g07_c01
BrushingTeeth,v_BrushingTeeth_g01_c01
BoxingPunchingBag,v_BoxingPunchingBag_g19_c04
BalanceBeam,v_BalanceBeam_g23_c02
WritingOnBoard,v_WritingOnBoard_g06_c05
HammerThrow,v_HammerThrow_g08_c05
PlayingDaf,v_PlayingDaf_g20_c05
PlayingSitar,v_PlayingSitar_g20_c01
Bowling,v_Bowling_g24_c01
BoxingPunchingBag,v_BoxingPunchingBag_g04_c07
ApplyLipstick,v_ApplyLipstick_g04_c04
PlayingDhol,v_PlayingDhol_g23_c06
BasketballDunk,v_BasketballDunk_g22_c01
MoppingFloor,v_MoppingFloor_g12_c01
HandStandPushups,v_HandStandPushups_g23_c01
FrisbeeCatch,v_FrisbeeCatch_g20_c06
Archery,v_Archery_g10_c02
BodyWeightSquats,v_BodyWeightSquats_g02_c04
ApplyEyeMakeup,v_ApplyEyeMakeup_g23_c01
ApplyLipstick,v_ApplyLipstick_g10_c02
TableTennisShot,v_TableTennisShot_g25_c03
HandStandPushups,v_HandStandPushups_g13_c05
PlayingFlute,v_PlayingFlute_g07_c02
CricketBowling,v_CricketBowling_g19_c05
FrontCrawl,v_FrontCrawl_g19_c01
ApplyEyeMakeup,v_ApplyEyeMakeup_g10_c04
PlayingDhol,v_PlayingDhol_g23_c04
Rafting,v_Rafting_g09_c03
PlayingDhol,v_PlayingDhol_g07_c05
Hammering,v_Hammering_g17_c03
BoxingPunchingBag,v_BoxingPunchingBag_g25_c03
PlayingFlute,v_PlayingFlute_g19_c02
TableTennisShot,v_TableTennisShot_g23_c03
PlayingDaf,v_PlayingDaf_g13_c03
HandstandWalking,v_HandstandWalking_g03_c04
WallPushups,v_WallPushups_g25_c04
MoppingFloor,v_MoppingFloor_g06_c02
BlowDryHair,v_BlowDryHair_g08_c04
Archery,v_Archery_g06_c05
ApplyEyeMakeup,v_ApplyEyeMakeup_g18_c04
Typing,v_Typing_g03_c01
PlayingCello,v_PlayingCello_g24_c05
Typing,v_Typing_g05_c04
BlowDryHair,v_BlowDryHair_g01_c03
CricketBowling,v_CricketBowling_g16_c03
BasketballDunk,v_BasketballDunk_g23_c01
BodyWeightSquats,v_BodyWeightSquats_g12_c04
Rafting,v_Rafting_g19_c01
Bowling,v_Bowling_g09_c06
BodyWeightSquats,v_BodyWeightSquats_g23_c02
CliffDiving,v_CliffDiving_g05_c01
Bowling,v_Bowling_g17_c07
PlayingFlute,v_PlayingFlute_g18_c03
CricketBowling,v_CricketBowling_g18_c02
BoxingPunchingBag,v_BoxingPunchingBag_g05_c02
HandStandPushups,v_HandStandPushups_g20_c02
CricketShot,v_CricketShot_g09_c07
MoppingFloor,v_MoppingFloor_g18_c05
BlowDryHair,v_BlowDryHair_g23_c01
BlowingCandles,v_BlowingCandles_g18_c01
UnevenBars,v_UnevenBars_g21_c01
BasketballDunk,v_BasketballDunk_g15_c03
PlayingSitar,v_PlayingSitar_g17_c07
BandMarching,v_BandMarching_g03_c02
HammerThrow,v_HammerThrow_g20_c01
Typing,v_Typing_g03_c02
FrontCrawl,v_FrontCrawl_g17_c03
BoxingPunchingBag,v_BoxingPunchingBag_g24_c05
Bowling,v_Bowling_g20_c01
BlowingCandles,v_BlowingCandles_g12_c02
PlayingCello,v_PlayingCello_g10_c05
CricketShot,v_CricketShot_g07_c07
BandMarching,v_BandMarching_g11_c07
BandMarching,v_BandMarching_g19_c01
PlayingDaf,v_PlayingDaf_g17_c02
BodyWeightSquats,v_BodyWeightSquats_g07_c03
BoxingPunchingBag,v_BoxingPunchingBag_g07_c04
HandStandPushups,v_HandStandPushups_g02_c02
WritingOnBoard,v_WritingOnBoard_g07_c03
Rafting,v_Rafting_g02_c01
HammerThrow,v_HammerThrow_g19_c01
HandstandWalking,v_HandstandWalking_g18_c06
Typing,v_Typing_g21_c02
HandstandWalking,v_HandstandWalking_g08_c01
HandstandWalking,v_HandstandWalking_g23_c03
Rafting,v_Rafting_g09_c02
WritingOnBoard,v_WritingOnBoard_g21_c02
FieldHockeyPenalty,v_FieldHockeyPenalty_g17_c02
HandstandWalking,v_HandstandWalking_g14_c04
PlayingFlute,v_PlayingFlute_g25_c07
BoxingPunchingBag,v_BoxingPunchingBag_g06_c02
BrushingTeeth,v_BrushingTeeth_g09_c01
PlayingCello,v_PlayingCello_g22_c04
ApplyEyeMakeup,v_ApplyEyeMakeup_g14_c05
HandstandWalking,v_HandstandWalking_g10_c04
HammerThrow,v_HammerThrow_g14_c06
BlowDryHair,v_BlowDryHair_g21_c05
BandMarching,v_BandMarching_g08_c07
MoppingFloor,v_MoppingFloor_g01_c01
FieldHockeyPenalty,v_FieldHockeyPenalty_g19_c02
BodyWeightSquats,v_BodyWeightSquats_g14_c03
PlayingSitar,v_PlayingSitar_g20_c06
Archery,v_Archery_g25_c03
HammerThrow,v_HammerThrow_g18_c04
PlayingCello,v_PlayingCello_g10_c07
BlowingCandles,v_BlowingCandles_g14_c01
PlayingFlute,v_PlayingFlute_g24_c05
BandMarching,v_BandMarching_g23_c04
WallPushups,v_WallPushups_g12_c05
CricketShot,v_CricketShot_g20_c01
BodyWeightSquats,v_BodyWeightSquats_g22_c03
BodyWeightSquats,v_BodyWeightSquats_g15_c03
WallPushups,v_WallPushups_g18_c05
PlayingFlute,v_PlayingFlute_g03_c05
BoxingPunchingBag,v_BoxingPunchingBag_g12_c06
TableTennisShot,v_TableTennisShot_g17_c02
PlayingSitar,v_PlayingSitar_g23_c04
FrisbeeCatch,v_FrisbeeCatch_g22_c04
UnevenBars,v_UnevenBars_g08_c02
PlayingDaf,v_PlayingDaf_g06_c06
Bowling,v_Bowling_g10_c03
WallPushups,v_WallPushups_g06_c02
Bowling,v_Bowling_g09_c04
BlowingCandles,v_BlowingCandles_g15_c04
ApplyLipstick,v_ApplyLipstick_g24_c04
FieldHockeyPenalty,v_FieldHockeyPenalty_g01_c04
CricketBowling,v_CricketBowling_g15_c05
ApplyEyeMakeup,v_ApplyEyeMakeup_g09_c04
ApplyLipstick,v_ApplyLipstick_g01_c05
PlayingSitar,v_PlayingSitar_g12_c03
CricketBowling,v_CricketBowling_g01_c05
PlayingSitar,v_PlayingSitar_g02_c04
UnevenBars,v_UnevenBars_g23_c03
Typing,v_Typing_g18_c01
PlayingCello,v_PlayingCello_g18_c02
PlayingCello,v_PlayingCello_g04_c04
PlayingDhol,v_PlayingDhol_g08_c02
FrisbeeCatch,v_FrisbeeCatch_g17_c03
FrisbeeCatch,v_FrisbeeCatch_g04_c01
BlowDryHair,v_BlowDryHair_g07_c01
TableTennisShot,v_TableTennisShot_g06_c06
CricketShot,v_CricketShot_g17_c03
PlayingFlute,v_PlayingFlute_g01_c07
BasketballDunk,v_BasketballDunk_g17_c06
PlayingSitar,v_PlayingSitar_g13_c04
UnevenBars,v_UnevenBars_g22_c03
BasketballDunk,v_BasketballDunk_g01_c02
Typing,v_Typing_g16_c01
PlayingDaf,v_PlayingDaf_g24_c01
CliffDiving,v_CliffDiving_g20_c07
PlayingFlute,v_PlayingFlute_g09_c06
PlayingCello,v_PlayingCello_g17_c05
BlowingCandles,v_BlowingCandles_g20_c03
Typing,v_Typing_g24_c01
PlayingDhol,v_PlayingDhol_g15_c01
CricketBowling,v_CricketBowling_g12_c03
Typing,v_Typing_g06_c07
WritingOnBoard,v_WritingOnBoard_g12_c04
ApplyLipstick,v_ApplyLipstick_g16_c02
ApplyEyeMakeup,v_ApplyEyeMakeup_g05_c07
Archery,v_Archery_g20_c01
BalanceBeam,v_BalanceBeam_g13_c05
TableTennisShot,v_TableTennisShot_g16_c07
HandStandPushups,v_HandStandPushups_g24_c02
ApplyLipstick,v_ApplyLipstick_g22_c06
HandstandWalking,v_HandstandWalking_g19_c01
CricketShot,v_CricketShot_g22_c03
CliffDiving,v_CliffDiving_g25_c02
PlayingFlute,v_PlayingFlute_g23_c04
FrontCrawl,v_FrontCrawl_g21_c01
HandStandPushups,v_HandStandPushups_g07_c03
BrushingTeeth,v_BrushingTeeth_g15_c03
BandMarching,v_BandMarching_g09_c04
PlayingSitar,v_PlayingSitar_g24_c04
CliffDiving,v_CliffDiving_g06_c06
CricketBowling,v_CricketBowling_g16_c04
BlowDryHair,v_BlowDryHair_g14_c04
PlayingDaf,v_PlayingDaf_g20_c07
BlowDryHair,v_BlowDryHair_g04_c02
Typing,v_Typing_g03_c06
FrontCrawl,v_FrontCrawl_g24_c04
PlayingDhol,v_PlayingDhol_g09_c07
MoppingFloor,v_MoppingFloor_g24_c02
CliffDiving,v_CliffDiving_g14_c06
Hammering,v_Hammering_g22_c01
HandStandPushups,v_HandStandPushups_g08_c03
Archery,v_Archery_g07_c04
HandStandPushups,v_HandStandPushups_g17_c01
MoppingFloor,v_MoppingFloor_g01_c04
BlowingCandles,v_BlowingCandles_g18_c04
FrisbeeCatch,v_FrisbeeCatch_g13_c03
CliffDiving,v_CliffDiving_g03_c02
Archery,v_Archery_g09_c01
Archery,v_Archery_g04_c01
CricketShot,v_CricketShot_g04_c03
HandStandPushups,v_HandStandPushups_g18_c06
PlayingDhol,v_PlayingDhol_g01_c02
BandMarching,v_BandMarching_g16_c06
BalanceBeam,v_BalanceBeam_g11_c02
CliffDiving,v_CliffDiving_g12_c06
BlowDryHair,v_BlowDryHair_g04_c04
BalanceBeam,v_BalanceBeam_g14_c04
BlowDryHair,v_BlowDryHair_g19_c02
PlayingSitar,v_PlayingSitar_g05_c03
MoppingFloor,v_MoppingFloor_g24_c01
PlayingDhol,v_PlayingDhol_g19_c02
BodyWeightSquats,v_BodyWeightSquats_g16_c03
WritingOnBoard,v_WritingOnBoard_g23_c03
CricketBowling,v_CricketBowling_g02_c01
BodyWeightSquats,v_BodyWeightSquats_g08_c01
BodyWeightSquats,v_BodyWeightSquats_g09_c06
BlowDryHair,v_BlowDryHair_g02_c02
CliffDiving,v_CliffDiving_g05_c07
HandStandPushups,v_HandStandPushups_g12_c02
CliffDiving,v_CliffDiving_g17_c02
BandMarching,v_BandMarching_g01_c04
UnevenBars,v_UnevenBars_g05_c01
BoxingPunchingBag,v_BoxingPunchingBag_g13_c04
BrushingTeeth,v_BrushingTeeth_g18_c02
Archery,v_Archery_g02_c07
MoppingFloor,v_MoppingFloor_g04_c05
BodyWeightSquats,v_BodyWeightSquats_g09_c03
PlayingFlute,v_PlayingFlute_g11_c01
UnevenBars,v_UnevenBars_g09_c01
PlayingDaf,v_PlayingDaf_g16_c06
PlayingFlute,v_PlayingFlute_g10_c01
TableTennisShot,v_TableTennisShot_g02_c04
BandMarching,v_BandMarching_g04_c04
BoxingPunchingBag,v_BoxingPunchingBag_g16_c05
PlayingSitar,v_PlayingSitar_g15_c04
Bowling,v_Bowling_g07_c03
PlayingDaf,v_PlayingDaf_g21_c02
FrontCrawl,v_FrontCrawl_g15_c03
MoppingFloor,v_MoppingFloor_g17_c04
Typing,v_Typing_g19_c02
Archery,v_Archery_g09_c07
PlayingCello,v_PlayingCello_g20_c07
ApplyEyeMakeup,v_ApplyEyeMakeup_g20_c06
BrushingTeeth,v_BrushingTeeth_g02_c05
PlayingCello,v_PlayingCello_g04_c07
Bowling,v_Bowling_g05_c03
UnevenBars,v_UnevenBars_g21_c03
FrontCrawl,v_FrontCrawl_g18_c04
WritingOnBoard,v_WritingOnBoard_g18_c06
FieldHockeyPenalty,v_FieldHockeyPenalty_g09_c04
TableTennisShot,v_TableTennisShot_g19_c05
Rafting,v_Rafting_g22_c02
HandstandWalking,v_HandstandWalking_g13_c04
WallPushups,v_WallPushups_g13_c04
Typing,v_Typing_g16_c04
Bowling,v_Bowling_g10_c04
CricketShot,v_CricketShot_g13_c07
PlayingFlute,v_PlayingFlute_g22_c03
